ORIGIN	FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
Colombia	Colombia	200498	0.00486503	0.00913172	-0.00546829	-0.0149561	0.00210061	0.0132152	-0.00521161	-0.0139307	0.0191732	0.00600093
Colombia	Colombia	200499	0.00255137	0.00675795	-0.00185528	-0.0163569	-0.000491867	0.0142024	-0.00460998	0.00970769	-0.00989433	-0.0166816
Colombia	Colombia	200503	-0.00184394	0.00325899	-0.00468099	-0.0108439	0.0143715	0.0339899	-0.000629562	0.00341476	8.48E-05	0.0173042
Colombia	Colombia	200504	-0.00646006	0.00483337	-0.00502659	-0.012533	-0.00875631	0.00592838	-0.0237193	-0.0127814	0.011965	0.0032049
Colombia	Colombia	200505	3.33E-05	0.00464333	-0.00461224	-0.0124123	-0.0123157	0.0107154	-0.00127922	-0.00167556	-0.00526817	-0.0336321
Colombia	Colombia	200506	-0.0019542	-0.000536659	-0.00625806	-0.00277273	0.031192	0.0250926	7.48E-05	0.00600341	-0.00588183	-0.00170778
Colombia	Colombia	200509	0.008247	0.00319698	-0.00212753	-0.00811171	0.00360461	0.014393	-0.00232271	-0.00698587	-0.00349781	-0.0181724
Colombia	Colombia	200510	-0.00317136	0.00681345	-0.00451912	-0.00357309	-0.0212448	0.00316113	-0.0125588	0.0186706	-0.0156736	-0.00907438
Colombia	Colombia	200512	-0.000748194	0.000857098	-0.00617176	0.00284748	0.0183685	0.0134935	-0.0233877	0.00519521	-0.0054503	-0.00410036
Colombia	Colombia	200514	0.00132531	0.000563565	-0.00416322	0.00207243	0.0201765	0.015051	-0.00651475	0.00520792	-0.00530073	0.00306625
Colombia	Colombia	200516	-0.000405955	0.00589142	-0.00468216	-0.0114783	0.00225415	0.000526234	0.00739477	-0.00983052	-0.00696371	-0.011779
Colombia	Colombia	200517	-0.00317072	0.00676384	-0.00489647	-0.00658721	-0.00822927	0.00269302	-0.0136983	0.00496886	-0.0116729	-0.0165461
Colombia	Colombia	200518	0.00124922	0.00893369	-0.00418202	-0.0125022	0.0046602	0.0356912	0.000255357	0.013492	0.00546211	0.00359351
Colombia	Colombia	200519	6.01E-05	0.0056454	-0.00284569	-0.00360769	0.00244056	0.0182004	0.00238628	0.000841853	0.00905948	-0.00174041
Colombia	Colombia	200520	-0.00853273	0.00374582	-0.00310387	-0.0052095	-0.00299214	0.00506671	0.00647624	-0.0241453	0.0303985	0.0386856
Colombia	Colombia	200522	-0.00162538	0.00455589	3.24E-05	-0.00313444	0.0016694	0.00677524	-0.00876525	-0.00668348	-0.023464	0.0227454
Colombia	Colombia	200523	-0.00543056	-0.00110381	-0.00762667	-0.0096964	0.0110334	0.0196883	-0.00228465	-0.000397907	0.0134692	0.013833
Colombia	Colombia	200524	-0.00320388	0.00251059	-0.0061523	-0.00418383	-0.0179672	0.00636945	-0.014972	0.0325	-0.00533756	0.0178825
Colombia	Colombia	200525	0.0110673	0.00828352	0.000128072	-0.024263	-0.0114196	0.0199862	-0.00602972	0.00236301	-0.0176534	0.0139611
Colombia	Colombia	200526	0.00543162	0.00449669	-0.000996411	-0.0183407	0.000175982	0.0151439	0.00470476	-0.0175716	0.0077796	0.0224099
Colombia	Colombia	200527	0.00650672	0.00470808	-0.00219773	-0.0146482	0.00990918	0.00408609	-0.00635146	-0.00507357	0.00529257	-0.00835094
Colombia	Colombia	200528	0.0078597	0.00570609	3.95E-05	-0.0115409	0.00748523	-0.0119154	-0.0267799	0.0111354	-0.0215753	0.0230661
Colombia	Colombia	200529	0.00155092	0.00213521	-0.000778604	-0.0117035	0.000217858	0.00879467	-0.0113129	-0.0182815	0.0043956	0.00171827
Colombia	Colombia	200531	-0.00394178	0.00509528	-0.00254245	-0.00650492	-0.016792	0.00898902	-0.00266825	-0.00211356	-0.0223133	-0.00587059
Colombia	Colombia	200532	0.00509054	0.00530481	-0.00163222	-0.00722818	0.0287399	0.0190698	0.00442124	0.000398016	0.00441342	0.0149999
Colombia	Colombia	200536	-0.00103443	0.00636226	-0.000602549	-0.0139207	-0.0261063	0.00390394	-0.00216653	-0.000860922	0.000156929	0.00380768
Colombia	Colombia	200537	-0.00140654	0.00514703	-0.000234486	-0.0110955	-0.0114849	0.0138133	-0.0076064	0.0164207	-0.00888986	0.00293551
Colombia	Colombia	200538	-0.0014646	-0.000269953	-0.00877125	-0.00271204	-0.00622972	0.0055074	-0.0020811	0.00242937	0.00371749	0.018186
Colombia	Colombia	200539	-0.000824707	0.00148481	-0.00579091	0.00682556	0.0329583	-0.00674267	-0.0445699	-0.0271056	0.0151071	0.00213899
Colombia	Colombia	200540	0.00210306	-0.0029325	-0.00676484	-0.00671879	-0.0109977	0.0266797	-0.0138441	0.0450437	0.0196533	0.00854872
Colombia	Colombia	200541	0.00288617	0.00820966	-0.00361195	-0.00710579	-0.00983537	0.00495586	-0.020017	0.00286112	-0.00561697	0.0110077
Colombia	Colombia	200542	-0.00669779	0.00235015	-0.00741352	-0.0132907	-0.0200523	0.00194686	-0.00905613	0.00689121	-0.0114866	-0.0376431
Colombia	Colombia	200543	-0.00292633	0.0071448	-0.0027689	-0.0149033	-0.00727863	0.0107857	-0.00119596	0.00531617	0.0150526	-0.0176136
Colombia	Colombia	200544	0.000587811	0.0071439	-0.0036191	-0.0184516	-0.0016976	0.013082	-0.00323215	-0.00498322	-0.0209149	0.0166976
Colombia	Colombia	200545	5.11E-05	0.00515162	-0.00557971	-0.00883889	-0.014898	0.00651546	-0.0263166	0.00915002	0.00392344	-0.0363673
Colombia	Colombia	200546	-0.00708231	0.00778311	-0.0043769	-0.0109641	0.000115234	0.00674114	-0.00810209	0.0399409	-0.0109027	-0.0316453
Colombia	Colombia	200548	0.0056353	0.00711705	0.00224709	-0.00245202	0.0338848	0.00579184	-0.0301374	-0.0179889	0.00550092	0.00523038
Colombia	Colombia	200549	0.0044336	0.00305576	-0.00373889	-0.0135499	0.0142279	0.00513928	0.00136865	0.00836442	-0.0142959	0.0246541
Colombia	Colombia	200550	0.00471459	0.000831222	-0.000654509	-0.0107477	0.00153369	0.00836153	-0.0173261	0.00422846	0.00328263	0.00920165
Colombia	Colombia	200552	-0.00405116	0.00329884	-0.00328559	-0.0165072	-0.00672802	0.00630843	-0.00277499	-0.00765726	0.0157836	0.00215103
Colombia	Colombia	200554	0.00540438	0.00185332	-0.00258961	-0.0105782	-0.0118559	0.00213615	-0.00122662	-0.0157467	-0.0177105	0.0257678
Colombia	Colombia	200556	0.00964888	0.00738013	0.00234662	-0.0159093	0.00284117	0.00189182	0.0111328	-0.0131044	0.0131314	0.00602779
Colombia	Colombia	200559	-0.000991013	0.00357072	-0.00635776	0.00358638	0.0334038	-0.00685333	-0.0343636	0.00331124	-0.00654946	0.0029465
Colombia	Colombia	200560	0.00184394	0.00788037	-0.000937487	-0.0196901	0.00734166	0.0280215	0.012006	0.010902	0.0130686	-0.00157293
Colombia	Colombia	200561	-0.00328351	-0.00244612	-0.00828919	0.00160915	0.000785731	0.00755627	-0.00577009	-0.00535445	0.0163283	0.0180216
Colombia	Colombia	200562	-0.00397131	0.00624242	-0.0040947	-0.0229632	-0.0151563	0.000193262	-0.0174446	0.0121356	-0.017526	-0.0491638
Colombia	Colombia	200563	-0.003725	0.00641645	-0.000842879	-0.0121482	-0.00312124	0.0114273	-0.0183631	0.000566918	-0.00397436	0.00323603
Colombia	Colombia	200564	-0.00354403	0.00689044	-0.00119272	-0.00880791	0.00841833	0.00230126	0.00718969	0.00681126	0.011038	0.00131942
Colombia	Colombia	200565	-0.00914419	0.00567508	-0.00839121	-0.0109816	-0.00510586	0.0122831	-0.0262301	0.0146624	0.0290436	0.00531624
Colombia	Colombia	200566	0.010077	0.00786877	-0.00147298	-0.00696495	0.00383285	0.00462566	-0.00576001	-0.00422357	-0.00225162	0.0411087
Colombia	Colombia	200567	-0.0104717	0.00436591	-0.00778363	-0.0113055	0.00813285	0.0103289	0.00742204	-0.00600398	0.0341228	0.0115699
Colombia	Colombia	200568	0.00148197	0.00854143	-0.00910653	-0.0107477	-0.00400106	0.00570919	0.00026061	0.0121017	-0.0163273	0.0399285
Colombia	Colombia	200569	-0.00187636	-0.00888113	-0.00866695	-2.68E-05	1.14E-06	0.00870856	-0.00165993	0.0229197	-0.00953706	-0.00510695
Colombia	Colombia	200570	0.00948163	0.00559673	0.00143564	-0.00364028	0.052871	0.0101305	-0.0162341	0.00263986	-0.0121311	0.00934962
Colombia	Colombia	200571	0.00364735	0.00827487	-0.0038022	-0.023508	-0.0041291	0.0273214	0.0103608	0.0211941	0.0114496	0.0117055
Colombia	Colombia	200572	0.00348489	0.00882508	-0.00308699	-0.0193235	0.00264748	0.0309236	0.00896827	0.0404302	-0.00283772	0.00829909
Colombia	Colombia	200573	0.00266922	-0.00171868	-0.00546312	-0.0152529	0.00549859	-0.0167517	-0.0137739	-0.0115212	-0.0191332	0.0423656
Colombia	Colombia	200574	-0.00854872	0.00711541	-0.00529048	-0.00456357	-0.00572111	-0.00389119	-0.0100786	-0.0197156	-0.00902609	0.0179395
Colombia	Colombia	200575	-0.0164101	0.00288393	-0.00681034	-0.00789591	-0.00497923	0.00351106	-0.0142068	0.00462995	-0.0289435	0.0104925
Colombia	Colombia	200576	0.00409052	0.00433757	-0.00692171	-0.0118909	0.00508482	0.00992373	0.0117065	0.00737728	-0.0246094	0.0197909
Brazil	Brazil	200577	0.00964782	0.00675578	-0.000933928	-0.0231059	-0.00875721	0.00205764	0.00403697	-0.000701403	-0.0138554	0.00743038
Brazil	Brazil	200578	0.00869183	0.00265108	0.00288637	-0.0204364	-0.0152466	0.0139427	-0.00044579	-0.0206805	-0.0193811	-0.00458074
Brazil	Brazil	200579	0.0108972	0.00469289	0.00146019	-0.0178373	0.0104985	0.0170252	0.0146623	0.0202018	-0.0156882	-0.0169878
Brazil	Brazil	200580	0.0119983	0.00723072	-0.00162615	-0.0137535	-0.0141071	0.00837732	-0.0175966	-0.00888995	-0.00616753	0.0132685
Brazil	Brazil	200582	0.00669931	0.000597403	0.00143131	-0.0134666	-0.00712355	0.00638128	-0.00307981	-0.0190239	-0.00980595	-0.0478234
Brazil	Brazil	200584	0.00691378	0.00225482	-0.00393351	-0.0113861	-0.0258779	-0.000745738	-0.00948717	-0.0101326	-0.042722	0.0103453
Brazil	Brazil	200585	0.00761054	0.00809184	-0.00164497	-0.0104188	-0.00514689	0.00858675	0.00545544	-0.00656128	0.00419886	0.0226369
Brazil	Brazil	200586	0.0115862	0.00563172	0.00193838	-0.0263112	0.0346922	0.0176314	0.0155773	0.0263051	-0.00535283	-0.00141996
Brazil	Brazil	200587	0.00618985	0.00681973	0.000140814	-0.0209565	0.0061006	0.00647263	0.0137771	0.00276167	-0.0129003	-0.00509142
Brazil	Brazil	200588	0.00334536	0.000137315	-0.00239	-0.0100055	-0.0149292	-0.00468776	-0.0225815	0.0170526	-0.00587219	0.000150199
Brazil	Brazil	200589	0.00979095	0.00702636	0.00143696	-0.0156084	-0.00381915	0.0110077	-0.0102981	0.0137527	-0.0266115	-0.00230542
Brazil	Brazil	200590	0.01226	0.007411	0.000212995	-0.0101253	0.00253593	0.0105592	-0.013359	-0.00800331	-0.00628012	0.0118181
Brazil	Brazil	200591	0.0104196	0.00424773	0.0028838	-0.0147424	-0.0201875	-0.00123225	-0.00304047	-0.0352294	0.00361762	0.0293312
Uruguay	Uruguay	200592	0.00797956	0.0058464	-0.00255559	-0.0159344	0.00421671	-0.00869878	-0.00730277	-0.0277793	0.00887866	-0.0138223
Brazil	Brazil	200593	0.0112863	0.00814614	-0.000242637	-0.0237487	0.0179499	-0.000802411	-0.0400979	-0.00732708	-0.0137832	-0.0086481
Brazil	Brazil	200595	0.0104487	0.00101217	-0.00518833	-0.0284988	-0.00185643	0.00877781	0.00437845	-0.012454	0.0183259	0.00907877
Brazil	Brazil	200597	0.00741994	0.00103681	-0.00349174	-0.0133423	0.0183189	0.012422	0.00328148	0.0141685	0.0145604	0.00432189
Brazil	Brazil	200598	0.0118325	0.00706308	-0.000440269	-0.0181318	-0.0138064	-0.0136465	-0.0147826	-0.0112439	-0.0228702	0.0237031
Brazil	Brazil	200599	0.00530624	-0.00365952	-0.0049676	-0.00835661	-0.0129489	-0.0113499	-0.00757018	-0.0160997	0.0100272	0.0174262
Brazil	Brazil	200600	0.00279213	-0.00837815	-0.00606717	-0.00890669	-0.0086003	-0.0063713	0.00723086	0.000441898	-0.0190971	0.0191638
Brazil	Brazil	200601	0.00245258	-0.0034923	-0.00816179	-0.012314	-0.00829417	-0.00570207	-0.00207641	-0.00989056	0.00157887	-0.00252776
Brazil	Brazil	200602	0.00869938	-0.00133203	-0.000612706	-0.00831546	0.0103987	0.00524505	-0.0240912	-0.0309841	0.00412202	0.00327941
Brazil	Brazil	200603	0.00731199	0.00527417	-0.000199276	-0.011034	-0.00574759	0.00136666	-0.0351933	-0.00755859	0.0251777	0.00394977
Brazil	Brazil	200605	-0.00638401	-0.00427411	-0.0101343	-0.00442942	-0.0209592	-0.00104891	-0.0104486	0.000798315	-0.0154464	0.00944535
Brazil	Brazil	200606	0.00794041	0.00749136	-0.000385329	-0.0161881	-0.0113801	-0.00515704	0.00390536	-0.0204279	0.0138976	0.0207644
Brazil	Brazil	200607	0.00770304	-0.000489639	-0.00431101	-0.0181699	-0.00390456	0.00828664	0.0127722	-0.0109217	-0.0029116	0.0153437
Brazil	Brazil	200608	0.0112703	0.00882576	-0.00130022	-0.0227905	-0.014512	0.00238249	0.00822521	-0.0358401	0.0114246	0.0122515
Brazil	Brazil	200609	0.00618633	0.00100764	-0.00103199	-0.0138003	-0.0140009	0.00536476	-0.0146171	0.00490499	-0.00581759	0.0045635
Brazil	Brazil	200610	0.010523	0.00784912	-0.00223806	-0.0170456	-0.00847963	0.0232623	-0.0150087	-0.0292486	0.016774	0.0209313
Brazil	Brazil	200611	0.0042106	-0.00604346	-0.00648488	-0.00664444	0.0137438	-0.00842839	-0.00458475	-0.0180717	-0.0275923	0.0258171
Brazil	Brazil	200612	0.0124968	0.00714118	0.000878323	-0.0308562	-0.0201889	-0.010576	0.00794545	-0.034696	-0.0176897	0.0101962
Brazil	Brazil	200614	0.00505124	-0.00078519	-0.00834957	-0.00387304	-0.0202966	0.0128531	-0.024527	0.0188122	0.0310467	-0.00506109
Brazil	Brazil	200615	0.0103662	0.00316834	-0.00197607	-0.0174203	0.0250448	0.028354	0.0195002	0.0205206	-0.0120067	0.00567951
Brazil	Brazil	200616	0.00925452	0.00218979	-0.00296533	-0.0137191	-0.0140817	-0.000335352	-0.022752	-0.000265783	0.00492145	-0.00735119
Brazil	Brazil	200617	0.00672977	0.00237161	-0.00388816	-0.00653504	-0.0230514	0.0114889	-0.0182113	-0.0134811	0.0237767	0.00419373
Brazil	Brazil	200618	0.00946459	0.00148672	-0.000506316	-0.0134772	0.0192288	0.016	-0.0163626	-0.00346108	0.012756	-0.0126878
Brazil	Brazil	200619	0.00736935	0.00115763	-0.00276342	-0.0160674	0.0159303	0.0192064	0.01377	0.0071431	-0.00155496	0.0208829
Brazil	Brazil	200620	0.0100993	0.00361509	-6.09E-05	-0.0206751	-0.000167275	-0.00903393	-0.00613951	-0.0226345	-0.00269079	0.00897701
Brazil	Brazil	200621	0.00920056	0.00255926	-0.00482153	-0.0129217	-0.0117459	-0.00817245	-0.0182176	-0.00931213	0.015432	-0.000397931
Brazil	Brazil	200623	0.00742157	0.00371915	-0.00383133	-0.0146876	0.00785999	-0.00809548	-0.0127173	-0.00770279	-0.00656784	0.0233869
Brazil	Brazil	200624	0.0110378	0.005868	-0.00341123	-0.0187742	0.0143906	0.023673	0.0102846	0.00772146	-0.0134267	0.0229643
Brazil	Brazil	200625	0.00932514	0.00165413	-0.00182916	-0.0244369	-0.0110301	-0.0116527	-0.0236543	-0.0275575	-0.0125897	-0.00757822
Brazil	Brazil	200626	0.00989863	0.00458487	-0.00215319	-0.0197519	-0.00390025	-0.0166789	0.00521216	5.50E-05	-0.0308359	0.0118826
Brazil	Brazil	200627	0.00629306	-0.00845717	-0.00288204	-0.0136539	-0.0141247	0.000103247	-0.0195053	-0.0122852	0.0206056	0.00536768
Brazil	Brazil	200628	0.012676	0.00777034	-0.000765352	-0.0250003	0.00649243	0.0163667	0.0114984	0.0234597	0.0139445	-0.0024798
Brazil	Brazil	200629	0.00627311	0.00428327	-0.00204893	-0.0201143	-0.000712408	0.0130559	-0.0197068	0.0263521	0.0340939	0.0073801
Brazil	Brazil	200630	0.00833651	0.00454103	-0.00462491	-0.00615672	-0.0204218	0.0146302	-0.0229759	0.0310171	0.012068	0.0176257
Brazil	Brazil	200631	0.0111311	0.00588187	-0.00273635	-0.0104433	-0.0050673	0.00294634	0.002839	-0.00378289	-0.0246347	0.0288363
Brazil	Brazil	200632	0.0110919	0.00671514	-0.00612414	-0.0211978	-0.0145187	0.00810656	-0.00989984	-0.00469725	0.00201326	-0.0188723
Brazil	Brazil	200633	0.012727	0.00734338	0.00244496	-0.0173345	-0.0174913	-0.00055971	0.0094221	-0.0157467	-0.0289246	0.0167984
Brazil	Brazil	200634	0.00591551	0.00149606	-0.00390935	-0.0132033	-0.00373303	0.0159392	0.0062639	-0.00223585	0.000917809	-0.0144581
Brazil	Brazil	200635	0.00769723	-0.00170455	-0.00442142	-0.0133044	0.00366429	0.01664	0.0091806	-0.0109474	-4.88E-05	-0.0332011
Brazil	Brazil	200636	0.00541173	0.00541213	-0.0033574	-0.0179375	0.00668526	0.0128864	-0.00361197	0.00401543	-0.00501124	0.00113874
Brazil	Brazil	200637	0.0133936	0.00586491	-0.000398807	-0.015342	-0.0181166	-0.00114211	-0.00793662	-0.0234964	-0.0217217	0.00667986
Brazil	Brazil	200638	0.0113542	0.00506013	0.00306324	-0.01874	-0.0173031	-0.0028974	0.000741135	-0.0319946	0.0112998	0.000877574
Brazil	Brazil	200639	0.0107887	0.00546057	0.000636723	-0.0267597	-0.00893941	-0.0115369	0.0138434	-0.0288059	-0.00536075	0.0217886
Brazil	Brazil	200640	0.00878881	0.00757212	0.00174688	-0.0139867	-0.00518075	0.0114066	-0.00266243	-0.0250296	0.019523	-0.0334127
Brazil	Brazil	200641	-0.000708266	-0.0136176	-0.00258131	-0.000345324	-0.0109633	0.0169122	-0.0103165	0.00262825	0.0108082	0.00974291
Brazil	Brazil	200642	0.00305341	0.00234239	-0.00140908	-0.0149208	0.00490123	0.00911482	-0.00908901	0.00923133	0.000443831	0.0102101
Brazil	Brazil	200644	0.00902625	0.00240778	-0.000208915	-0.00963136	0.029697	0.00619868	-0.0421824	-0.0278343	0.0125157	0.012731
Brazil	Brazil	200645	0.00269056	-0.0109034	-0.00957914	-0.0105959	0.00399348	-0.00844584	0.00569184	-0.0027186	0.00604452	0.0163735
Brazil	Brazil	200646	0.00468302	6.81E-05	-0.00199311	-0.00976389	0.0392794	-0.00452235	-0.0102557	0.0060863	-0.00780898	-0.00723668
Brazil	Brazil	200647	0.00813304	0.00371701	-0.00155971	-0.015072	-0.0100205	0.00118199	-0.012759	-0.00374878	0.00277806	-0.00534781
Brazil	Brazil	200648	0.00865785	0.00579011	-0.00424133	-0.0170502	-0.000171184	0.00410472	-0.00635866	0.00545635	-0.00185653	0.0235804
Brazil	Brazil	200649	0.0132443	0.00506631	-0.000967039	-0.0207157	-0.00731858	0.00804995	-0.00311933	0.0197797	0.00426155	-0.000739815
Brazil	Brazil	200650	0.0113105	0.00585078	-0.00236427	-0.0174526	0.0330076	0.0207052	0.0347516	0.0194601	0.00394332	-0.0142644
Brazil	Brazil	200651	0.00939084	0.0070903	0.00230177	-0.0171037	-0.0222846	0.00203406	-0.0134242	-0.0129742	0.00539998	0.0174964
Brazil	Brazil	200652	0.0119187	0.00733594	0.00219321	-0.00906757	-0.000648892	0.0158889	-0.0060225	0.00427165	0.00804225	0.00947474
Brazil	Brazil	200653	0.0105839	0.00691209	0.00463944	-0.0307609	-0.0157765	0.00208025	0.00583854	-0.0280365	-0.0231908	0.00047709
Brazil	Brazil	200654	0.00580305	-0.00163704	-0.00515909	-0.00714307	-0.00983611	0.00430342	-0.0170301	-0.0134233	0.0278272	0.0193011
Brazil	Brazil	200657	0.0101187	0.0056398	0.00307011	-0.0255344	-0.0081869	0.0071947	-0.00391394	-0.0179356	0.00232415	3.97E-05
Brazil	Brazil	200658	0.0114086	0.00847451	-0.00250052	-0.0125032	-0.0144486	0.00603556	-0.00123191	-0.0107431	-0.0174931	0.00709394
Brazil	Brazil	200659	0.0114462	0.0061728	-0.00032142	-0.0235229	0.0182525	0.0166029	-0.00295756	0.0198696	-0.0188183	-0.0300553
Brazil	Brazil	200660	0.0126353	0.002957	0.00085308	-0.0338108	0.0510185	0.0248431	0.0322757	0.0131083	-0.00999088	-0.00239128
Brazil	Brazil	200661	0.00785623	0.00298988	-9.56E-05	-0.0211101	-0.0100267	0.00215508	0.00576195	-0.00824414	-0.0256053	0.00638921
Brazil	Brazil	200662	0.0109734	0.00532579	-0.000856609	-0.0206066	-0.0150316	0.0170918	-0.0167214	0.0242819	0.00375493	0.0167955
Brazil	Brazil	200663	0.00718356	-0.00147927	-0.00100673	-0.0139426	0.00041684	-0.000176782	-0.00593251	0.00471766	-0.0311136	0.00581722
Brazil	Brazil	200664	0.00825071	0.00298758	-0.00145633	-0.0246428	0.00582583	0.0208755	0.0134432	0.00493678	-0.00955659	-0.0390364
Brazil	Brazil	200665	0.0137213	0.00731874	-0.0055566	-0.00169586	-0.024667	0.000684606	-0.0127672	0.0199482	0.00744315	0.0217967
Brazil	Brazil	200666	0.000706079	-0.00778202	-0.00583691	-0.0177175	-0.0262793	-0.0114821	-0.0142392	-0.0253221	-0.0263234	-0.0134882
Brazil	Brazil	200667	0.00847374	0.00345653	0.000528669	-0.0140765	-0.00106813	0.0115957	0.00279361	-0.0221319	-0.00107632	-0.0132251
Brazil	Brazil	200668	0.0099862	0.00620964	-0.00109775	-0.0117183	0.0450846	0.00704104	-0.0137009	0.00156336	-0.0121471	0.00034876
Brazil	Brazil	200669	0.00679662	0.00392214	0.000614902	-0.0147098	0.0133991	-0.000746932	-0.0226069	-0.00890878	-0.0132235	0.0183103
Brazil	Brazil	200670	0.0100584	0.00555848	-0.000814561	-0.0215314	0.00192274	0.016903	0.0120191	0.0222868	-0.000827673	-0.00149576
Brazil	Brazil	200671	-0.0159114	-0.0109022	0.0388457	0.00323049	-0.00432835	0.00701318	0.0115514	-0.011603	-0.00619835	0.00314931
Brazil	Brazil	200672	0.0115967	0.00721873	0.000507585	-0.0253176	-0.00364404	0.00358562	0.00649452	-0.0122981	-0.032969	-0.00145621
Brazil	Brazil	200673	0.00403365	0.003794	-0.00168474	-0.0124544	-0.00610211	-0.00253473	-0.0322687	-0.0146236	-0.00814194	0.0116975
Brazil	Brazil	200674	0.00645427	-0.00311166	-0.00484543	-0.0158233	-0.00638091	-0.00325547	0.000469908	-0.0309634	-0.0218709	0.0034078
Brazil	Brazil	200675	0.00697204	0.00543681	0.00189725	-0.0124702	0.0359391	0.00925625	-0.0183749	-0.00855729	0.00548721	0.0358835
Brazil	Brazil	200676	0.0048027	0.00281689	-0.00573461	-0.0219917	-0.000576459	0.0095555	0.0163149	0.00612271	0.00277487	-0.00660067
Brazil	Brazil	200677	0.0139554	0.00527804	-0.00111422	-0.0236671	-0.00159573	0.00906935	0.00680169	-0.0048897	-0.0154483	0.0184433
Brazil	Brazil	200678	0.00633346	-0.0103273	-0.0035751	-0.00522284	-0.00334528	0.010444	-0.0113037	-0.00910543	0.0262214	-0.0120077
Brazil	Brazil	200679	-0.0118274	-0.0126621	0.0420594	0.00895397	0.00507528	0.0256939	0.00432514	-0.000747743	-0.0165766	0.0301898
Brazil	Brazil	200680	0.0068239	0.00111548	-0.00405842	-0.0126937	0.00948527	0.0286187	0.00538989	0.00451831	-0.0113105	-0.00709646
Brazil	Brazil	200681	0.00632462	-0.0025664	-0.00087452	-0.0160991	-0.00946098	-0.0010992	0.00694928	-0.00989135	0.0167576	0.0230998
Brazil	Brazil	200682	0.00459237	0.00164495	-0.00526063	-0.00177434	-0.0145748	0.0115366	-0.00126308	-0.0201825	-0.00584158	0.00379898
Brazil	Brazil	200683	0.0124975	0.0081761	0.00680868	-0.0273308	0.00111877	0.00658538	0.00333785	-0.00906172	-0.0189428	-0.0207662
Brazil	Brazil	200684	0.00854469	0.00750933	0.00239634	-0.0300798	-0.00793728	-0.0124588	0.00663701	-0.02356	-0.017056	-0.00922716
Brazil	Brazil	200685	0.00303741	0.00654758	-0.000930743	-0.024252	-0.00265358	0.00780105	0.000539097	-0.0172072	-0.00962937	0.0040445
Brazil	Brazil	200686	0.00541225	0.00371934	-0.00124993	-0.0234225	-0.00997098	-0.00590871	-0.00208557	-0.0266777	-0.0198749	0.0249711
Brazil	Brazil	200687	0.0062816	0.00376735	8.53E-05	-0.0171236	0.000388213	-0.0081677	4.73E-05	-0.0117118	-0.0111677	-0.00605287
Brazil	Brazil	200688	0.0114172	0.00819824	0.00269215	-0.0261745	0.0298863	0.0267566	0.0249418	0.0254899	-0.0049906	0.0130492
Brazil	Brazil	200689	0.00430783	-0.00930986	-0.00838424	-0.00516049	-0.0208773	0.00931892	-0.0268735	0.0316958	0.0202005	-0.00847571
Brazil	Brazil	200690	0.00620657	-0.00697263	-0.0051241	-0.00954457	-0.00336049	0.0186917	0.022309	-0.0104213	-0.0138969	-0.0141321
Brazil	Brazil	200691	0.0142804	0.00237203	-0.00074899	-0.022676	-0.0184424	0.0176785	-0.0183594	0.00438507	0.0256058	0.00344865
Brazil	Brazil	200692	0.00715287	-0.00834356	-0.0046837	-0.0072657	-0.0178615	-0.0139755	-0.0134304	-0.00388131	-0.0262028	0.00760996
Brazil	Brazil	200693	0.0124216	0.0101918	-0.00569572	-0.0236526	-0.00208652	0.0059693	0.00237963	-0.0172018	0.0293614	0.00317581
Brazil	Brazil	200694	0.00507097	-0.00211083	-0.0083324	-0.016934	-0.0141495	0.0104719	0.00213237	-0.0238414	-0.0268463	-0.0167234
Brazil	Brazil	200695	0.00792988	-0.00168628	-0.00355744	-0.0286483	-0.014738	0.00627693	-0.00987849	-0.0324315	-0.0227427	-0.00430806
Brazil	Brazil	200696	0.00916922	0.00691709	-0.00165317	-0.0179385	0.00288759	-0.000991027	-0.014264	-0.0132137	-0.0288154	0.0172421
Brazil	Brazil	200697	0.00215918	-0.0187629	-0.00618048	-0.00940801	-0.011737	0.000760127	-0.00828975	-0.0183312	-0.0296148	0.0210083
Brazil	Brazil	200699	0.014807	0.00593609	0.00372092	-0.00676409	0.0189414	-0.00392401	-0.0247984	-0.016011	-0.0274145	0.0205088
Brazil	Brazil	200700	0.0127344	0.00555969	0.00347783	-0.0262442	-0.0147817	-0.00788266	-0.0139858	-0.0170131	-0.00167797	-0.00289746
Brazil	Brazil	200701	0.0133272	0.00343786	-0.000594305	-0.0237099	0.0229095	0.0157294	0.0172097	0.00256684	0.00199373	0.011535
Brazil	Brazil	200702	0.010007	0.0047137	0.00228367	-0.0185911	-0.0125357	0.00445683	-0.00986086	-0.0254959	0.0263328	0.00511329
Brazil	Brazil	200703	0.00940359	0.00401395	0.00297672	-0.0148166	0.0159001	0.0201483	0.0113008	0.0117571	-0.00697856	0.0201969
Brazil	Brazil	200704	0.0111413	0.00854811	0.00438452	-0.0273076	-0.0138513	-0.00503834	-0.00429978	-0.00313595	-0.0102448	-0.00934969
Brazil	Brazil	200705	0.00200593	-0.012748	-0.00771899	-0.00479782	-0.0163182	0.00914279	0.0051306	0.000702948	-0.0179559	-0.0233469
Brazil	Brazil	200706	0.0105833	0.00739028	-0.00284356	-0.0186156	0.0151751	0.00328553	-0.00117756	0.0080694	0.00987816	-0.000563996
